CustomerID,Name,Age,Gender,Location,Subscription_Length_Months,Monthly_Bill,Total_Usage_GB,Churn
97582,Customer_97582,51,Male,Miami,6,39.09,370,0
22039,Customer_22039,18,Female,Miami,6,45.68,469,0
49124,Customer_49124,68,Male,Miami,15,98.85,101,1
40637,Customer_40637,21,Female,Houston,20,63.55,458,1
78014,Customer_78014,26,Male,Miami,3,91.33,350,1
88685,Customer_88685,53,Female,Houston,9,83.71,244,1
53277,Customer_53277,28,Male,Chicago,10,67.5,373,1
66530,Customer_66530,21,Female,Miami,1,59.95,343,0
39480,Customer_39480,51,Male,Miami,12,88.13,356,1
85463,Customer_85463,33,Male,Los Angeles,11,70.56,385,1
6509,Customer_6509,46,Female,New York,12,71.98,364,0
85382,Customer_85382,48,Male,New York,16,51.69,473,1
60103,Customer_60103,31,Female,Miami,1,94.58,219,1
75348,Customer_75348,18,Female,New York,22,90.17,484,1
72598,Customer_72598,45,Male,Chicago,8,45.8,219,1
41198,Customer_41198,21,Female,Miami,20,98.06,201,0
30375,Customer_30375,40,Female,Chicago,17,49.65,480,0
41129,Customer_41129,44,Female,Chicago,11,77.5,108,1
48123,Customer_48123,23,Male,Miami,4,34.51,175,1
25219,Customer_25219,44,Female,Chicago,7,83.24,181,1
82457,Customer_82457,21,Male,Chicago,23,63.52,253,0
27337,Customer_27337,35,Female,Miami,18,86.79,248,1
44117,Customer_44117,62,Male,New York,20,92.86,99,0
30232,Customer_30232,23,Female,Chicago,23,78.08,423,0
14218,Customer_14218,32,Male,Houston,12,38.07,453,1
96635,Customer_96635,70,Female,New York,23,49.99,339,0
85652,Customer_85652,30,Male,Miami,8,32.06,434,1
5514,Customer_5514,35,Female,New York,20,53.22,252,1
32396,Customer_32396,57,Male,Los Angeles,16,60.99,401,0
28703,Customer_28703,59,Male,Los Angeles,10,76.3,85,0
48990,Customer_48990,59,Female,Miami,22,68.24,281,1
11372,Customer_11372,46,Male,Miami,8,94.0,105,1
61881,Customer_61881,56,Male,Los Angeles,15,34.04,373,1
228,Customer_228,37,Male,Chicago,11,36.1,280,1
34946,Customer_34946,29,Female,Houston,12,57.67,361,1
59501,Customer_59501,67,Female,New York,17,61.79,310,1
27932,Customer_27932,46,Male,Houston,10,36.83,153,1
12268,Customer_12268,38,Female,Miami,20,44.4,165,1
79136,Customer_79136,64,Male,New York,10,42.33,221,1
39692,Customer_39692,63,Male,Los Angeles,23,33.54,393,0
57224,Customer_57224,19,Female,Houston,6,76.26,238,0
99470,Customer_99470,40,Male,Chicago,19,73.29,476,1
66631,Customer_66631,33,Male,Miami,6,77.81,95,0
45618,Customer_45618,54,Male,Los Angeles,5,60.57,109,0
33243,Customer_33243,52,Male,New York,11,72.5,324,1
25676,Customer_25676,41,Female,New York,2,84.17,425,0
10304,Customer_10304,42,Female,Houston,1,87.5,290,0
71479,Customer_71479,55,Male,Chicago,3,77.56,238,1
89286,Customer_89286,59,Female,New York,5,80.3,415,0
67855,Customer_67855,58,Female,Los Angeles,3,75.98,385,1
72682,Customer_72682,23,Female,Miami,13,94.73,83,1
96924,Customer_96924,37,Male,Chicago,12,73.12,299,0
7927,Customer_7927,43,Female,Los Angeles,2,79.05,367,0
25025,Customer_25025,51,Male,Miami,1,52.24,483,1
94660,Customer_94660,18,Female,Houston,3,41.69,485,1
10065,Customer_10065,49,Male,Miami,16,50.79,78,0
88182,Customer_88182,40,Female,Houston,2,88.69,352,0
79698,Customer_79698,39,Male,Los Angeles,13,64.89,301,0
15105,Customer_15105,18,Female,New York,17,40.74,486,1
20394,Customer_20394,37,Female,Miami,18,38.74,374,0
9435,Customer_9435,25,Male,Houston,16,95.65,116,1
86674,Customer_86674,41,Male,Los Angeles,1,71.1,323,1
24483,Customer_24483,52,Female,New York,14,73.22,265,1
6848,Customer_6848,27,Female,Chicago,4,36.26,203,0
8701,Customer_8701,48,Female,Houston,17,37.46,110,0
11452,Customer_11452,59,Female,Chicago,2,73.45,499,1
78017,Customer_78017,64,Male,Houston,14,66.66,286,0
84775,Customer_84775,21,Female,New York,20,52.14,341,0
57227,Customer_57227,55,Female,New York,16,75.38,372,1
22903,Customer_22903,64,Female,New York,4,48.92,209,1
44943,Customer_44943,33,Male,Houston,20,87.11,216,1
75,Customer_75,21,Male,Miami,22,97.97,184,1
40365,Customer_40365,50,Male,Miami,7,31.9,72,1
5362,Customer_5362,66,Male,Houston,8,56.94,153,1
6657,Customer_6657,68,Female,New York,24,89.99,402,1
36653,Customer_36653,28,Female,New York,9,38.8,236,1
34625,Customer_34625,22,Female,Chicago,4,45.21,238,1
89455,Customer_89455,49,Female,Chicago,2,35.03,307,1
52469,Customer_52469,27,Female,Chicago,4,96.23,327,0
16769,Customer_16769,43,Female,Miami,7,82.14,333,1
60535,Customer_60535,31,Male,Houston,8,46.83,54,1
75816,Customer_75816,24,Female,Los Angeles,5,57.82,88,1
62065,Customer_62065,20,Female,Chicago,8,87.21,426,1
58637,Customer_58637,50,Male,Los Angeles,5,97.75,317,0
77388,Customer_77388,20,Female,Houston,10,47.03,367,0
70654,Customer_70654,41,Male,Miami,17,91.63,382,1
79717,Customer_79717,60,Male,Miami,24,83.84,182,0
83702,Customer_83702,68,Female,Houston,23,89.62,291,1
1218,Customer_1218,35,Female,Houston,12,50.67,321,0
69826,Customer_69826,33,Female,Los Angeles,11,48.12,167,1
30176,Customer_30176,29,Male,Houston,20,61.23,382,0
81476,Customer_81476,33,Female,Houston,1,46.13,117,1
36454,Customer_36454,53,Female,New York,12,80.45,130,0
43045,Customer_43045,42,Male,Miami,24,40.82,437,0
981,Customer_981,57,Male,Los Angeles,23,86.62,80,0
33881,Customer_33881,63,Female,Chicago,1,31.89,419,0
62400,Customer_62400,55,Male,Houston,13,88.74,467,1
23151,Customer_23151,44,Male,Los Angeles,5,33.18,168,0
55509,Customer_55509,52,Male,Miami,4,71.56,394,0
68471,Customer_68471,35,Female,New York,17,30.1,281,0
4052,Customer_4052,47,Male,Miami,18,83.2,319,1
22073,Customer_22073,26,Female,Chicago,5,59.99,70,1
10232,Customer_10232,69,Female,New York,1,46.02,493,0
5134,Customer_5134,23,Male,Los Angeles,15,65.56,351,1
20343,Customer_20343,64,Female,Los Angeles,9,74.27,188,1
74954,Customer_74954,25,Male,Miami,19,45.13,392,0
52678,Customer_52678,37,Male,Houston,18,39.78,67,0
53055,Customer_53055,26,Male,New York,22,87.53,154,1
61721,Customer_61721,43,Female,Miami,21,52.23,480,1
68585,Customer_68585,69,Female,Los Angeles,21,57.55,315,0
66446,Customer_66446,57,Male,Los Angeles,12,89.83,160,1
8721,Customer_8721,27,Female,New York,12,69.25,214,1
44418,Customer_44418,32,Male,Miami,16,32.77,468,1
47558,Customer_47558,42,Female,Chicago,11,75.02,396,0
94076,Customer_94076,58,Female,New York,18,39.44,284,1
76532,Customer_76532,37,Male,New York,15,69.36,106,0
96193,Customer_96193,64,Female,Miami,12,92.94,352,1
85658,Customer_85658,20,Male,Miami,24,70.0,410,1
9852,Customer_9852,68,Male,Miami,12,62.47,63,1
39343,Customer_39343,41,Male,Chicago,19,52.0,218,1
94314,Customer_94314,68,Male,Chicago,12,94.42,176,1
57925,Customer_57925,55,Female,Chicago,2,48.76,108,1
45213,Customer_45213,44,Female,Chicago,10,62.09,449,0
71781,Customer_71781,58,Female,Miami,12,48.81,74,0
11292,Customer_11292,56,Male,Houston,2,98.07,322,0
86990,Customer_86990,38,Male,New York,6,58.6,57,0
14923,Customer_14923,34,Female,New York,10,63.39,319,1
46965,Customer_46965,29,Male,Chicago,9,87.58,391,1
68078,Customer_68078,63,Female,Los Angeles,12,91.86,236,0
49811,Customer_49811,42,Male,New York,5,77.2,264,0
69789,Customer_69789,26,Male,New York,2,31.11,212,1
18634,Customer_18634,48,Female,Miami,2,53.76,467,1
69113,Customer_69113,58,Male,Chicago,4,54.64,124,0
78750,Customer_78750,68,Male,Chicago,11,67.31,112,1
60312,Customer_60312,70,Male,Houston,19,93.53,298,0
30887,Customer_30887,60,Male,New York,7,54.89,492,0
54247,Customer_54247,66,Female,Miami,3,68.68,416,0
28686,Customer_28686,54,Female,Miami,12,95.16,373,0
33127,Customer_33127,59,Female,Houston,22,73.62,82,0
5156,Customer_5156,37,Male,Chicago,22,92.32,382,0
47148,Customer_47148,59,Female,Miami,24,40.06,113,1
47334,Customer_47334,51,Male,New York,1,98.67,338,1
61128,Customer_61128,43,Male,Los Angeles,15,94.53,378,1
67440,Customer_67440,53,Male,New York,3,88.58,185,1
62320,Customer_62320,57,Male,New York,19,93.56,255,0
17778,Customer_17778,30,Female,New York,23,39.18,95,1
23128,Customer_23128,69,Male,Chicago,14,67.12,117,1
31805,Customer_31805,28,Female,Houston,9,45.11,415,1
60077,Customer_60077,34,Male,New York,12,36.3,352,0
16051,Customer_16051,33,Male,Houston,6,97.5,485,1
28880,Customer_28880,29,Female,Houston,14,38.83,427,0
50131,Customer_50131,36,Male,Houston,18,59.56,431,1
48621,Customer_48621,28,Female,Chicago,22,91.84,299,1
44314,Customer_44314,62,Male,Chicago,2,76.6,216,1
21596,Customer_21596,54,Male,New York,24,85.78,395,1
68177,Customer_68177,32,Female,Miami,20,31.33,324,1
33916,Customer_33916,18,Female,Houston,23,38.69,241,1
12811,Customer_12811,69,Female,New York,16,97.36,360,0
56689,Customer_56689,52,Male,Los Angeles,2,54.21,362,0
14042,Customer_14042,66,Male,New York,22,86.73,92,0
99425,Customer_99425,35,Female,Miami,21,93.85,169,0
56819,Customer_56819,29,Male,Chicago,23,87.02,221,0
8122,Customer_8122,60,Female,New York,10,41.93,270,1
82000,Customer_82000,45,Female,Houston,11,83.18,362,1
36521,Customer_36521,45,Female,Chicago,8,92.31,278,1
35030,Customer_35030,20,Female,Los Angeles,16,43.0,53,1
4839,Customer_4839,62,Male,Houston,4,92.56,456,0
32659,Customer_32659,44,Male,Chicago,18,48.03,71,0
87990,Customer_87990,60,Male,Miami,24,89.02,194,0
24535,Customer_24535,30,Male,Houston,15,74.1,211,0
45802,Customer_45802,24,Male,Miami,19,81.06,276,0
53274,Customer_53274,66,Female,New York,3,33.46,352,1
82246,Customer_82246,62,Male,Los Angeles,22,53.56,160,1
31143,Customer_31143,63,Male,New York,24,79.93,228,1
42748,Customer_42748,58,Male,Miami,10,50.04,183,0
86605,Customer_86605,46,Male,Chicago,15,51.22,427,0
48731,Customer_48731,35,Male,Los Angeles,21,50.17,460,0
59270,Customer_59270,60,Female,Houston,8,38.46,495,1
57349,Customer_57349,52,Female,Miami,4,58.07,414,1
46269,Customer_46269,43,Male,New York,3,30.91,185,1
31398,Customer_31398,61,Female,New York,8,79.73,351,1
45632,Customer_45632,47,Female,Chicago,5,59.76,414,0
72636,Customer_72636,49,Male,Chicago,1,50.72,419,1
11859,Customer_11859,25,Female,Houston,21,35.03,320,1
96091,Customer_96091,70,Male,New York,13,69.67,244,0
49408,Customer_49408,28,Female,New York,7,60.13,210,1
88121,Customer_88121,65,Male,Miami,23,54.28,110,0
38503,Customer_38503,37,Female,Miami,11,42.79,157,0
23526,Customer_23526,42,Female,Miami,18,80.06,392,1
58169,Customer_58169,18,Male,Chicago,18,62.93,96,0
19831,Customer_19831,32,Female,New York,12,41.96,210,0
93274,Customer_93274,21,Female,Chicago,21,67.96,496,0
72114,Customer_72114,20,Female,Houston,6,52.6,434,1
28504,Customer_28504,68,Female,Chicago,24,49.33,225,0
6791,Customer_6791,62,Female,Houston,9,66.22,332,0
94034,Customer_94034,57,Male,Houston,21,70.69,382,0
21375,Customer_21375,49,Male,New York,12,74.41,310,0
43253,Customer_43253,40,Male,Miami,22,38.09,427,0
2263,Customer_2263,25,Male,Los Angeles,12,50.38,135,1
695,Customer_695,20,Female,Los Angeles,13,87.65,130,1
59123,Customer_59123,66,Male,Miami,5,57.33,216,0
68181,Customer_68181,60,Female,New York,9,78.9,406,0
64716,Customer_64716,40,Male,Chicago,5,56.41,466,1
7838,Customer_7838,69,Male,Houston,23,54.35,499,0
6175,Customer_6175,22,Male,New York,20,94.91,450,1
39042,Customer_39042,30,Female,Chicago,3,33.51,235,1
31671,Customer_31671,61,Female,Chicago,15,51.1,208,0
71343,Customer_71343,42,Male,Los Angeles,13,37.23,404,0
22657,Customer_22657,33,Female,Los Angeles,4,62.59,194,0
51654,Customer_51654,63,Male,Los Angeles,20,35.21,192,0
29206,Customer_29206,30,Male,Miami,23,97.24,203,1
42641,Customer_42641,68,Female,New York,14,63.21,61,1
926,Customer_926,54,Female,Los Angeles,7,49.26,313,1
79411,Customer_79411,24,Male,Houston,8,46.58,355,1
57955,Customer_57955,55,Female,Houston,16,57.36,414,0
60398,Customer_60398,38,Female,Houston,9,96.35,163,0
21113,Customer_21113,68,Female,Miami,24,94.69,56,0
76465,Customer_76465,47,Female,Chicago,24,68.34,337,1
14387,Customer_14387,50,Male,Chicago,11,46.81,68,1
39102,Customer_39102,61,Female,Los Angeles,23,92.67,268,0
96743,Customer_96743,36,Male,Houston,16,57.81,195,0
91464,Customer_91464,32,Male,Houston,23,83.99,69,1
65216,Customer_65216,26,Female,Miami,15,66.02,176,0
52624,Customer_52624,19,Male,Los Angeles,21,38.27,151,1
83876,Customer_83876,62,Male,Los Angeles,17,30.35,189,0
26481,Customer_26481,55,Female,Chicago,16,32.77,324,1
79843,Customer_79843,18,Male,Houston,8,34.9,351,1
11475,Customer_11475,46,Female,New York,19,73.84,83,0
24703,Customer_24703,48,Male,Los Angeles,23,41.38,432,1
85895,Customer_85895,41,Female,Houston,2,90.86,69,1
89884,Customer_89884,18,Female,Chicago,12,56.91,128,0
46285,Customer_46285,54,Female,New York,11,45.72,196,0
38850,Customer_38850,56,Male,Miami,24,94.91,244,0
29203,Customer_29203,63,Female,Chicago,18,45.84,197,0
9578,Customer_9578,49,Female,Chicago,16,97.96,474,1
83388,Customer_83388,23,Male,New York,6,83.96,247,1
72067,Customer_72067,39,Male,Los Angeles,17,79.79,89,1
71529,Customer_71529,65,Female,Los Angeles,14,96.32,454,1
47608,Customer_47608,18,Male,Houston,4,45.62,131,0
46271,Customer_46271,69,Male,New York,22,88.04,359,1
50318,Customer_50318,30,Female,New York,2,33.62,264,0
84264,Customer_84264,23,Male,Chicago,22,76.1,152,1
22352,Customer_22352,66,Male,Houston,10,65.58,65,1
61014,Customer_61014,62,Female,Chicago,15,90.8,477,1
37453,Customer_37453,53,Female,New York,1,73.93,310,1
86460,Customer_86460,34,Female,Houston,18,86.95,137,1
88753,Customer_88753,44,Female,Los Angeles,9,78.06,62,1
33347,Customer_33347,63,Female,Houston,3,52.19,438,0
68161,Customer_68161,53,Female,Los Angeles,8,47.35,123,0
66909,Customer_66909,59,Male,Houston,18,44.3,136,1
73502,Customer_73502,61,Male,New York,11,71.9,57,0
75595,Customer_75595,35,Male,New York,9,39.18,103,1
98839,Customer_98839,64,Male,New York,14,31.06,170,1
9100,Customer_9100,25,Female,Miami,11,93.52,286,1
86529,Customer_86529,39,Female,Chicago,5,91.05,352,0
36118,Customer_36118,49,Male,Miami,13,70.49,433,0
13682,Customer_13682,24,Male,Miami,6,47.33,209,0
54924,Customer_54924,64,Female,Chicago,23,63.99,479,1
62670,Customer_62670,63,Male,Chicago,11,50.2,93,1
63829,Customer_63829,31,Female,Los Angeles,21,73.42,465,0
92775,Customer_92775,24,Male,Chicago,13,77.88,245,1
27432,Customer_27432,54,Female,Houston,1,65.68,434,0
1849,Customer_1849,45,Male,Houston,23,34.52,94,1
81427,Customer_81427,43,Male,Chicago,24,75.45,430,1
1695,Customer_1695,46,Male,Chicago,24,55.67,132,1
19523,Customer_19523,29,Male,Los Angeles,3,65.96,401,1
35535,Customer_35535,44,Female,Miami,16,90.49,73,1
51754,Customer_51754,24,Female,Los Angeles,10,91.53,476,0
84515,Customer_84515,70,Female,Houston,12,55.98,185,0
63945,Customer_63945,39,Female,Chicago,15,50.3,219,1
77730,Customer_77730,48,Female,New York,23,56.45,201,1
4881,Customer_4881,55,Male,New York,9,81.1,179,1
11460,Customer_11460,57,Male,Houston,22,40.79,395,1
22997,Customer_22997,26,Male,Houston,7,68.63,366,0
2093,Customer_2093,31,Male,Chicago,17,34.98,350,1
23870,Customer_23870,35,Female,Miami,8,97.85,286,0
52068,Customer_52068,37,Male,New York,12,87.29,96,0
92397,Customer_92397,53,Female,New York,23,49.48,363,1
4027,Customer_4027,34,Female,New York,21,74.35,104,0
41320,Customer_41320,23,Male,Los Angeles,3,98.3,275,0
98373,Customer_98373,50,Male,Miami,18,81.04,180,1
30543,Customer_30543,51,Male,Chicago,15,39.99,436,1
37857,Customer_37857,61,Male,Miami,6,43.64,333,1
20096,Customer_20096,40,Female,New York,20,37.12,362,1
907,Customer_907,49,Male,Los Angeles,18,79.52,342,1
95593,Customer_95593,27,Male,Los Angeles,11,42.15,412,1
1372,Customer_1372,43,Female,New York,20,68.43,310,0
59941,Customer_59941,25,Male,Los Angeles,3,98.15,491,0
30095,Customer_30095,35,Female,New York,10,63.32,279,0
92295,Customer_92295,42,Male,Chicago,22,54.99,499,0
54007,Customer_54007,18,Male,Houston,17,37.0,281,0
95139,Customer_95139,55,Female,New York,2,56.59,65,0
30059,Customer_30059,66,Female,Chicago,9,35.66,397,1
50773,Customer_50773,26,Female,Los Angeles,10,98.33,128,1
42676,Customer_42676,59,Male,New York,9,90.92,259,0
23708,Customer_23708,67,Male,New York,15,39.73,424,1
78392,Customer_78392,62,Female,Houston,16,57.18,302,1
34344,Customer_34344,70,Male,Chicago,17,72.85,127,0
62745,Customer_62745,27,Male,New York,23,65.55,127,0
85227,Customer_85227,45,Male,Chicago,15,88.86,87,0
66206,Customer_66206,23,Male,New York,18,56.95,77,1
33485,Customer_33485,66,Male,Houston,1,43.2,336,1
50339,Customer_50339,70,Male,Miami,3,34.76,353,0
50924,Customer_50924,48,Female,Chicago,19,39.41,227,1
94959,Customer_94959,47,Female,New York,17,89.02,411,0
25671,Customer_25671,55,Female,Houston,20,81.09,440,0
63996,Customer_63996,33,Male,Los Angeles,5,46.23,164,0
47960,Customer_47960,39,Female,New York,4,67.13,270,0
79276,Customer_79276,44,Male,Miami,3,93.39,484,1
83956,Customer_83956,38,Female,Miami,19,39.5,164,1
61805,Customer_61805,49,Female,Houston,6,38.63,301,1
16695,Customer_16695,64,Male,Chicago,16,42.63,459,1
87344,Customer_87344,25,Female,New York,9,82.64,161,1
27518,Customer_27518,28,Female,New York,4,79.59,176,0
46976,Customer_46976,21,Female,Chicago,8,52.88,328,1
95122,Customer_95122,38,Male,Chicago,18,37.81,211,1
82471,Customer_82471,54,Male,Miami,18,95.89,342,0
93882,Customer_93882,50,Male,New York,14,97.31,280,0
19891,Customer_19891,64,Female,Miami,12,91.56,272,0
45125,Customer_45125,54,Female,New York,21,64.13,360,1
89971,Customer_89971,23,Male,Los Angeles,13,38.76,438,0
88807,Customer_88807,50,Male,Miami,5,73.68,270,1
2402,Customer_2402,32,Female,Houston,20,54.87,419,0
91403,Customer_91403,63,Female,Los Angeles,7,61.99,403,0
51702,Customer_51702,70,Female,Houston,18,59.78,71,0
17809,Customer_17809,32,Female,Houston,9,60.35,131,1
52680,Customer_52680,21,Female,New York,19,67.57,124,1
60226,Customer_60226,54,Female,Los Angeles,10,33.93,461,0
16115,Customer_16115,63,Male,Chicago,11,77.0,498,0
42798,Customer_42798,23,Female,Chicago,14,76.81,75,0
41354,Customer_41354,50,Male,Houston,11,99.66,395,0
54521,Customer_54521,64,Male,New York,4,41.74,339,0
48404,Customer_48404,69,Female,Miami,19,30.14,147,1
90026,Customer_90026,34,Male,Chicago,5,99.97,165,0
5288,Customer_5288,49,Male,Miami,14,67.49,459,0
99938,Customer_99938,38,Female,Houston,16,56.8,339,0
21402,Customer_21402,20,Male,Miami,22,50.56,308,0
53457,Customer_53457,63,Female,Miami,13,91.33,224,0
75743,Customer_75743,59,Female,Houston,24,74.29,51,0
61162,Customer_61162,65,Female,New York,10,63.02,180,0
84549,Customer_84549,22,Female,Los Angeles,4,76.71,367,1
74384,Customer_74384,26,Female,Los Angeles,9,90.93,404,0
94329,Customer_94329,49,Male,Houston,4,88.18,188,1
94928,Customer_94928,46,Male,Houston,15,77.14,229,0
15621,Customer_15621,53,Male,Chicago,18,48.67,326,0
92888,Customer_92888,34,Male,Los Angeles,6,74.29,209,0
25200,Customer_25200,42,Female,Houston,6,70.3,57,0
1564,Customer_1564,36,Male,Miami,14,35.45,401,0
70806,Customer_70806,23,Male,Los Angeles,12,44.51,156,0
54717,Customer_54717,48,Male,Houston,14,68.11,463,0
45661,Customer_45661,28,Female,New York,22,58.05,414,0
42408,Customer_42408,19,Male,Los Angeles,18,83.11,81,1
81624,Customer_81624,19,Female,Los Angeles,8,74.29,192,1
31059,Customer_31059,58,Male,Houston,9,59.73,174,0
33198,Customer_33198,21,Male,Houston,16,95.14,462,1
78428,Customer_78428,39,Male,New York,22,71.0,149,0
36400,Customer_36400,54,Female,Chicago,2,75.34,52,1
66251,Customer_66251,60,Female,Houston,1,89.04,304,0
59712,Customer_59712,23,Male,Houston,5,45.74,311,1
7708,Customer_7708,62,Male,Houston,14,34.06,468,1
48025,Customer_48025,52,Female,Miami,12,87.39,229,0
26996,Customer_26996,60,Female,New York,10,73.97,86,1
38506,Customer_38506,51,Male,New York,20,71.31,413,1
62449,Customer_62449,37,Male,Houston,20,61.76,356,1
83070,Customer_83070,54,Female,New York,14,99.02,110,0
33330,Customer_33330,21,Male,Miami,5,93.47,87,1
55144,Customer_55144,66,Female,Houston,22,54.49,186,1
67594,Customer_67594,29,Male,Houston,11,52.6,202,1
5440,Customer_5440,68,Female,Los Angeles,9,62.12,76,1
77492,Customer_77492,42,Male,Los Angeles,9,33.99,230,1
65236,Customer_65236,52,Male,New York,1,34.46,210,1
14590,Customer_14590,34,Male,Houston,6,63.21,378,0
58719,Customer_58719,54,Female,Chicago,23,48.75,88,1
74591,Customer_74591,39,Female,New York,13,51.35,85,1
11602,Customer_11602,38,Female,New York,17,48.76,498,1
94189,Customer_94189,67,Female,Chicago,18,61.13,204,1
66539,Customer_66539,57,Male,Chicago,2,97.64,219,1
71392,Customer_71392,45,Male,Houston,10,57.55,238,0
23492,Customer_23492,62,Male,Houston,8,33.08,382,1
92607,Customer_92607,55,Female,Los Angeles,12,87.61,485,1
24939,Customer_24939,68,Male,Los Angeles,20,74.06,187,0
28730,Customer_28730,25,Male,Miami,4,31.62,199,0
27190,Customer_27190,53,Female,Los Angeles,10,97.31,232,0
15126,Customer_15126,18,Male,Miami,5,82.76,295,0
46565,Customer_46565,49,Male,Miami,20,50.55,494,1
90133,Customer_90133,66,Male,Chicago,1,54.15,342,0
97129,Customer_97129,58,Male,Los Angeles,15,68.13,274,0
26573,Customer_26573,20,Female,Chicago,23,48.58,106,1
1853,Customer_1853,37,Female,Houston,7,42.82,402,0
91020,Customer_91020,24,Male,Houston,10,30.95,402,1
20310,Customer_20310,22,Male,Miami,9,96.7,273,0
71409,Customer_71409,31,Female,Miami,5,55.33,434,0
15558,Customer_15558,43,Female,Miami,8,44.36,227,0
84613,Customer_84613,69,Female,Miami,15,72.11,405,1
98552,Customer_98552,36,Female,Chicago,15,68.39,165,1
42119,Customer_42119,41,Female,Los Angeles,24,72.49,264,1
93228,Customer_93228,32,Male,Chicago,4,61.54,342,1
17153,Customer_17153,20,Female,Chicago,14,94.53,196,1
17030,Customer_17030,68,Female,Miami,2,78.74,477,1
71070,Customer_71070,24,Female,Miami,9,75.51,418,1
22669,Customer_22669,57,Female,Chicago,14,40.63,304,1
8081,Customer_8081,28,Male,New York,1,80.08,211,1
51958,Customer_51958,52,Female,New York,14,67.6,130,0
29611,Customer_29611,25,Female,Chicago,14,42.34,433,0
79651,Customer_79651,48,Male,Los Angeles,7,45.16,74,1
18670,Customer_18670,25,Female,New York,23,71.83,307,1
50011,Customer_50011,46,Female,Miami,6,87.27,223,1
73557,Customer_73557,68,Male,Miami,15,80.23,441,0
48499,Customer_48499,31,Female,Miami,15,58.66,143,1
59651,Customer_59651,24,Male,New York,19,92.39,271,0
38896,Customer_38896,56,Female,Houston,6,89.83,251,1
78536,Customer_78536,48,Male,Los Angeles,7,92.34,127,0
67686,Customer_67686,36,Female,Chicago,8,96.67,87,1
47607,Customer_47607,63,Female,Houston,23,49.17,291,1
50944,Customer_50944,38,Male,Houston,16,46.93,456,0
84982,Customer_84982,21,Male,Los Angeles,18,78.25,300,0
25582,Customer_25582,67,Male,Los Angeles,7,63.44,132,0
23946,Customer_23946,37,Male,New York,23,54.3,252,1
86307,Customer_86307,19,Female,Houston,16,53.16,353,0
16002,Customer_16002,59,Male,Los Angeles,24,36.94,478,0
37572,Customer_37572,50,Male,Houston,7,35.61,443,0
85805,Customer_85805,45,Male,Los Angeles,11,75.65,102,0
66234,Customer_66234,39,Male,Los Angeles,8,50.4,383,0
54764,Customer_54764,63,Male,Miami,1,45.89,217,0
1730,Customer_1730,50,Female,Miami,13,90.54,302,0
31394,Customer_31394,30,Male,Houston,17,68.6,201,0
34221,Customer_34221,50,Male,Houston,8,46.66,91,0
48086,Customer_48086,35,Male,Houston,8,56.56,314,0
90763,Customer_90763,38,Male,New York,23,32.21,486,0
18937,Customer_18937,24,Male,Miami,5,80.42,425,1
37316,Customer_37316,25,Male,Chicago,6,91.58,477,1
8294,Customer_8294,54,Male,New York,5,50.73,98,1
10103,Customer_10103,62,Male,Los Angeles,24,96.83,130,1
40855,Customer_40855,39,Male,New York,17,69.41,165,1
19057,Customer_19057,42,Male,Miami,17,62.69,150,0
46033,Customer_46033,52,Female,Miami,10,83.32,191,1
94385,Customer_94385,31,Male,Chicago,18,57.18,376,1
48892,Customer_48892,33,Male,Chicago,9,34.08,324,0
97551,Customer_97551,45,Female,Miami,1,98.31,95,0
97281,Customer_97281,26,Male,Houston,21,86.52,332,0
54612,Customer_54612,33,Male,Houston,5,71.88,118,0
84482,Customer_84482,21,Female,Houston,19,77.42,454,0
90405,Customer_90405,50,Female,Los Angeles,22,58.82,409,0
96224,Customer_96224,22,Female,Chicago,17,60.85,462,1
13459,Customer_13459,36,Male,Chicago,24,37.75,100,1
62534,Customer_62534,61,Female,Miami,14,75.14,406,1
54295,Customer_54295,68,Male,Houston,9,37.47,386,0
51515,Customer_51515,28,Female,Houston,7,37.27,271,0
71076,Customer_71076,32,Male,Houston,19,59.04,232,0
15582,Customer_15582,29,Male,Los Angeles,17,75.49,417,1
7417,Customer_7417,32,Male,New York,20,47.34,495,0
21070,Customer_21070,48,Female,Houston,9,75.98,203,0
86045,Customer_86045,32,Male,New York,1,86.34,399,1
81347,Customer_81347,69,Male,Chicago,3,54.39,320,1
83943,Customer_83943,68,Male,New York,13,80.92,362,0
17424,Customer_17424,56,Female,Houston,20,38.7,259,0
88524,Customer_88524,47,Male,Houston,21,53.18,292,1
82868,Customer_82868,65,Male,New York,12,73.29,237,0
8649,Customer_8649,34,Female,New York,4,95.14,258,1
72201,Customer_72201,45,Female,Houston,24,35.47,357,0
72110,Customer_72110,47,Male,New York,11,97.05,151,1
24232,Customer_24232,39,Male,Chicago,17,63.61,165,1
88287,Customer_88287,39,Male,Houston,19,70.08,267,1
84865,Customer_84865,56,Male,Chicago,2,64.46,82,0
7320,Customer_7320,44,Female,Los Angeles,17,77.38,330,1
84197,Customer_84197,37,Male,Chicago,20,84.04,191,1
24422,Customer_24422,43,Male,New York,20,85.22,376,1
46953,Customer_46953,59,Male,New York,11,65.39,304,1
63256,Customer_63256,59,Female,New York,6,90.67,86,0
55004,Customer_55004,36,Female,Los Angeles,11,75.37,77,0
89994,Customer_89994,59,Male,Chicago,19,54.71,368,1
58273,Customer_58273,19,Male,Houston,9,56.17,131,1
41554,Customer_41554,62,Female,Miami,3,71.85,486,1
